File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF793EJK	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR685AUR	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ZNF800-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF966FGY/, /files/ENCFF038BAZ/, /files/ENCFF660MWG/, /files/ENCFF643WBT/, /files/ENCFF248VYV/, /files/ENCFF039QTN/	67713	Gene Yeo, UCSD	670d4b0207107956b19a1794ec18664a		https://www.encodeproject.org/files/ENCFF793EJK/@@download/ENCFF793EJK.bed.gz				released	s3://encode-public/2018/06/08/5e30ceb5-7e73-4a45-813a-0760d090b1b7/ENCFF793EJK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/5e30ceb5-7e73-4a45-813a-0760d090b1b7/ENCFF793EJK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths, antibody characterized with exemption		
ENCFF343TCO	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR685AUR	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										ZNF800-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF474PGR/, /files/ENCFF653PSU/, /files/ENCFF269URO/, /files/ENCFF712CBF/, /files/ENCFF265GVT/, /files/ENCFF506YVW/	68915	Gene Yeo, UCSD	17257c3f824cffc05227773f64d69a1e		https://www.encodeproject.org/files/ENCFF343TCO/@@download/ENCFF343TCO.bed.gz				released	s3://encode-public/2018/12/03/46e09d13-4035-4b5e-b891-4e99d605d948/ENCFF343TCO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/46e09d13-4035-4b5e-b891-4e99d605d948/ENCFF343TCO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths, antibody characterized with exemption		
ENCFF828WCR	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR352STY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF856EEK/, /files/ENCFF820ONK/	890262	Gene Yeo, UCSD	eee076a67598c5b61833795a5b0e0a3a		https://www.encodeproject.org/files/ENCFF828WCR/@@download/ENCFF828WCR.bed.gz				released	s3://encode-public/2018/04/29/035410e6-86b9-4e84-a362-b12f30a1023b/ENCFF828WCR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/035410e6-86b9-4e84-a362-b12f30a1023b/ENCFF828WCR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF746RLH	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR352STY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF746AWW/, /files/ENCFF820ONK/	1106770	Gene Yeo, UCSD	7efd80788b834e9db6a69d7083a1d5ca		https://www.encodeproject.org/files/ENCFF746RLH/@@download/ENCFF746RLH.bed.gz				released	s3://encode-public/2018/04/29/cb9e96ad-6c99-4fdf-acf7-86fd6c136961/ENCFF746RLH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/cb9e96ad-6c99-4fdf-acf7-86fd6c136961/ENCFF746RLH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF097KHT	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR352STY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF264DBW/, /files/ENCFF417RUN/	1089321	Gene Yeo, UCSD	30721842f7129e66cedfed588f6a749e		https://www.encodeproject.org/files/ENCFF097KHT/@@download/ENCFF097KHT.bed.gz				released	s3://encode-public/2018/04/29/0a99806c-3c54-42ca-a951-4aa2c3a336bd/ENCFF097KHT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/0a99806c-3c54-42ca-a951-4aa2c3a336bd/ENCFF097KHT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF697NZQ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR352STY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF343FAD/, /files/ENCFF417RUN/	872350	Gene Yeo, UCSD	69439c12474d1c7e9c1c11ce828847ba		https://www.encodeproject.org/files/ENCFF697NZQ/@@download/ENCFF697NZQ.bed.gz				released	s3://encode-public/2018/04/29/3653816d-1782-4c97-a553-1dd17d096426/ENCFF697NZQ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/3653816d-1782-4c97-a553-1dd17d096426/ENCFF697NZQ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF565RQI	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR352STY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF828WCR/, /files/ENCFF746RLH/, /files/ENCFF856EEK/, /files/ENCFF746AWW/, /files/ENCFF820ONK/, /files/ENCFF039QTN/	2394	Gene Yeo, UCSD	ec970c0b42a87e1ce2ee97fb4d36a6df		https://www.encodeproject.org/files/ENCFF565RQI/@@download/ENCFF565RQI.bed.gz				released	s3://encode-public/2018/06/08/735c27fe-c800-4615-9c4c-1b3d258dfecc/ENCFF565RQI.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/735c27fe-c800-4615-9c4c-1b3d258dfecc/ENCFF565RQI.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
ENCFF848JWA	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR352STY	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF264DBW/, /files/ENCFF097KHT/, /files/ENCFF697NZQ/, /files/ENCFF417RUN/, /files/ENCFF269URO/, /files/ENCFF343FAD/	2402	Gene Yeo, UCSD	8d7b78ab980f1e1b9c32f248bfd9100f		https://www.encodeproject.org/files/ENCFF848JWA/@@download/ENCFF848JWA.bed.gz				released	s3://encode-public/2018/12/03/6351d640-9a64-4210-bd60-df9c88384e0e/ENCFF848JWA.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/6351d640-9a64-4210-bd60-df9c88384e0e/ENCFF848JWA.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released			
ENCFF325VKM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR050BDZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF875HEP/, /files/ENCFF575PPP/	609415	Gene Yeo, UCSD	0e49f87f50873f63c7f30599c1612780		https://www.encodeproject.org/files/ENCFF325VKM/@@download/ENCFF325VKM.bed.gz				released	s3://encode-public/2018/04/29/5572f1da-64eb-4da6-8e83-fa1dd8af352f/ENCFF325VKM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/5572f1da-64eb-4da6-8e83-fa1dd8af352f/ENCFF325VKM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF943KDD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR050BDZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF004ZSD/, /files/ENCFF575PPP/	585360	Gene Yeo, UCSD	20fcd41fff3c68bac1a91f6db82dbc34		https://www.encodeproject.org/files/ENCFF943KDD/@@download/ENCFF943KDD.bed.gz				released	s3://encode-public/2018/04/29/ec3b3555-6312-4842-8238-8ac8601193f7/ENCFF943KDD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/ec3b3555-6312-4842-8238-8ac8601193f7/ENCFF943KDD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF336IRY	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR050BDZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF346NQQ/, /files/ENCFF831VQE/	607107	Gene Yeo, UCSD	2ff7d6c8cad425267ab5997c593d8bee		https://www.encodeproject.org/files/ENCFF336IRY/@@download/ENCFF336IRY.bed.gz				released	s3://encode-public/2018/04/29/2316b720-4c34-4ac0-8627-3f3e0cb667b5/ENCFF336IRY.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/2316b720-4c34-4ac0-8627-3f3e0cb667b5/ENCFF336IRY.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF789KFH	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR050BDZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF079MBG/, /files/ENCFF831VQE/	582618	Gene Yeo, UCSD	7d6458cdf05fda229b855a06cb6f2ec7		https://www.encodeproject.org/files/ENCFF789KFH/@@download/ENCFF789KFH.bed.gz				released	s3://encode-public/2018/04/29/5f3034a2-95a2-4da5-8cc7-88c71fa79e79/ENCFF789KFH.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/5f3034a2-95a2-4da5-8cc7-88c71fa79e79/ENCFF789KFH.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF075XTM	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR050BDZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF875HEP/, /files/ENCFF325VKM/, /files/ENCFF004ZSD/, /files/ENCFF575PPP/, /files/ENCFF039QTN/, /files/ENCFF943KDD/	22242	Gene Yeo, UCSD	a0777c7db36aae3350cd1f6501b820d6		https://www.encodeproject.org/files/ENCFF075XTM/@@download/ENCFF075XTM.bed.gz				released	s3://encode-public/2018/06/08/b78a2e6a-57dc-4341-9658-712f3c107717/ENCFF075XTM.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/b78a2e6a-57dc-4341-9658-712f3c107717/ENCFF075XTM.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF825UVD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR050BDZ	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										SDAD1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF079MBG/, /files/ENCFF789KFH/, /files/ENCFF269URO/, /files/ENCFF346NQQ/, /files/ENCFF336IRY/, /files/ENCFF831VQE/	23440	Gene Yeo, UCSD	c2e27a578e55398078419126b14a76b0		https://www.encodeproject.org/files/ENCFF825UVD/@@download/ENCFF825UVD.bed.gz				released	s3://encode-public/2018/12/03/44e5dda4-4ec6-4e7d-a53a-cf66373c9472/ENCFF825UVD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/44e5dda4-4ec6-4e7d-a53a-cf66373c9472/ENCFF825UVD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF120LSF	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR693JWP	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF535JNJ/, /files/ENCFF500BEE/	436881	Gene Yeo, UCSD	83aba07f472a1c2b4457a1983fa0650b		https://www.encodeproject.org/files/ENCFF120LSF/@@download/ENCFF120LSF.bed.gz				released	s3://encode-public/2018/04/29/d46236f1-1289-4488-af18-3a3486fa342b/ENCFF120LSF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/d46236f1-1289-4488-af18-3a3486fa342b/ENCFF120LSF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF360EQG	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR693JWP	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF144JVB/, /files/ENCFF500BEE/	151887	Gene Yeo, UCSD	fed578fd5ac91d8910eefa7e3dc1e398		https://www.encodeproject.org/files/ENCFF360EQG/@@download/ENCFF360EQG.bed.gz				released	s3://encode-public/2018/04/29/c9227779-275c-4e1d-893f-82a0021c8131/ENCFF360EQG.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/c9227779-275c-4e1d-893f-82a0021c8131/ENCFF360EQG.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF094VSP	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR693JWP	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF405ERW/, /files/ENCFF608WNY/	148977	Gene Yeo, UCSD	09e657c51f71efaaad55368a48daba60		https://www.encodeproject.org/files/ENCFF094VSP/@@download/ENCFF094VSP.bed.gz				released	s3://encode-public/2018/04/29/d668b1ba-b5a4-4a48-906a-efc6f64da863/ENCFF094VSP.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/d668b1ba-b5a4-4a48-906a-efc6f64da863/ENCFF094VSP.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF824WZJ	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR693JWP	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF216VBT/, /files/ENCFF608WNY/	429357	Gene Yeo, UCSD	d1ef5aba348d6ad442bec9aac5345d42		https://www.encodeproject.org/files/ENCFF824WZJ/@@download/ENCFF824WZJ.bed.gz				released	s3://encode-public/2018/04/29/bc3a7d80-e8d9-4054-a707-33dfbb00e3e0/ENCFF824WZJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/bc3a7d80-e8d9-4054-a707-33dfbb00e3e0/ENCFF824WZJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF937QJB	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR693JWP	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF500BEE/, /files/ENCFF120LSF/, /files/ENCFF360EQG/, /files/ENCFF535JNJ/, /files/ENCFF144JVB/, /files/ENCFF039QTN/	16799	Gene Yeo, UCSD	6c02dada2c1c8971a89a7dd3ce6c707f		https://www.encodeproject.org/files/ENCFF937QJB/@@download/ENCFF937QJB.bed.gz				released	s3://encode-public/2018/06/08/8b0c5c5c-5638-433c-bb41-cecc4fbaa7ef/ENCFF937QJB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/8b0c5c5c-5638-433c-bb41-cecc4fbaa7ef/ENCFF937QJB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF862EKD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR693JWP	eCLIP	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens										EXOSC5-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF216VBT/, /files/ENCFF269URO/, /files/ENCFF608WNY/, /files/ENCFF405ERW/, /files/ENCFF094VSP/, /files/ENCFF824WZJ/	16641	Gene Yeo, UCSD	2209feff42c033be51a8c2d38564d692		https://www.encodeproject.org/files/ENCFF862EKD/@@download/ENCFF862EKD.bed.gz				released	s3://encode-public/2018/12/03/13018ac4-b9da-409b-a65e-4226284ba342/ENCFF862EKD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/13018ac4-b9da-409b-a65e-4226284ba342/ENCFF862EKD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF704NUD	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR356MSW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF022SQB/, /files/ENCFF662VUV/	103898	Gene Yeo, UCSD	14e364abb94dc77705fbfd70911a2b24		https://www.encodeproject.org/files/ENCFF704NUD/@@download/ENCFF704NUD.bed.gz				released	s3://encode-public/2018/04/29/97114d88-812b-4c26-8f3a-7738912a5e5b/ENCFF704NUD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/97114d88-812b-4c26-8f3a-7738912a5e5b/ENCFF704NUD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF871PJK	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR356MSW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF659FQL/, /files/ENCFF662VUV/	101361	Gene Yeo, UCSD	6de8295e616af2e174f24df215a8a7fe		https://www.encodeproject.org/files/ENCFF871PJK/@@download/ENCFF871PJK.bed.gz				released	s3://encode-public/2018/04/29/5c302fd8-92c2-45d4-a230-018c9dd1843f/ENCFF871PJK.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/5c302fd8-92c2-45d4-a230-018c9dd1843f/ENCFF871PJK.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF342RHD	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR356MSW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF205JFL/, /files/ENCFF453TEC/	97152	Gene Yeo, UCSD	1c1a11cf1902bca4caeeb47b50c084df		https://www.encodeproject.org/files/ENCFF342RHD/@@download/ENCFF342RHD.bed.gz				released	s3://encode-public/2018/04/29/c5f5ce4f-0dee-46a4-b544-19dca16bc1fc/ENCFF342RHD.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/c5f5ce4f-0dee-46a4-b544-19dca16bc1fc/ENCFF342RHD.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF203AWR	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR356MSW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1	1_1							/files/ENCFF566TDO/, /files/ENCFF453TEC/	98196	Gene Yeo, UCSD	e4344531c84db6143c43c151fdf0b2e7		https://www.encodeproject.org/files/ENCFF203AWR/@@download/ENCFF203AWR.bed.gz				released	s3://encode-public/2018/04/29/2a02265d-be38-4201-ba77-1f830d097da4/ENCFF203AWR.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/2a02265d-be38-4201-ba77-1f830d097da4/ENCFF203AWR.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF324PNB	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR356MSW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF871PJK/, /files/ENCFF659FQL/, /files/ENCFF022SQB/, /files/ENCFF662VUV/, /files/ENCFF039QTN/, /files/ENCFF704NUD/	4334	Gene Yeo, UCSD	997a4535ceac35e4d4eec3285bc36d8b		https://www.encodeproject.org/files/ENCFF324PNB/@@download/ENCFF324PNB.bed.gz				released	s3://encode-public/2018/06/08/140e1fe6-c9de-4fc6-ba46-09bfbe9b9c34/ENCFF324PNB.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/06/08/140e1fe6-c9de-4fc6-ba46-09bfbe9b9c34/ENCFF324PNB.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived	mixed read lengths		
ENCFF328KJW	bed narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR356MSW	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										SSB-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	1, 2	1_1, 2_1							/files/ENCFF566TDO/, /files/ENCFF453TEC/, /files/ENCFF342RHD/, /files/ENCFF269URO/, /files/ENCFF203AWR/, /files/ENCFF205JFL/	4765	Gene Yeo, UCSD	6cc085944c2fc6a8260614bc4b60bf1f		https://www.encodeproject.org/files/ENCFF328KJW/@@download/ENCFF328KJW.bed.gz				released	s3://encode-public/2018/12/03/b37c3bcd-1d9e-494a-9b2b-6a6eaca52fd7/ENCFF328KJW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/12/03/b37c3bcd-1d9e-494a-9b2b-6a6eaca52fd7/ENCFF328KJW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom GRCh38	released	mixed read lengths		
ENCFF376NBT	bed narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR089BXO	eCLIP	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens										ABCF1-human	RNA				ultraviolet irradiation	strand-specific	2018-08-30	ENCODE		see document	175-300	2	2_1							/files/ENCFF906OCW/, /files/ENCFF817YCI/	195766	Gene Yeo, UCSD	e23673551ec20731b93f2c839d313e13		https://www.encodeproject.org/files/ENCFF376NBT/@@download/ENCFF376NBT.bed.gz				released	s3://encode-public/2018/04/29/f461e268-4fc0-44b4-951f-966f710c4294/ENCFF376NBT.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2018/04/29/f461e268-4fc0-44b4-951f-966f710c4294/ENCFF376NBT.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19	archived			
